rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,date,year,month,week
39,spotify:track:6j5LtifAnuTjTYvml61yFZ,Vicente Fernández,Un Millón de Primaveras,Columbia,29,29,4,1479055,2022-01-06,2022,01,1
40,spotify:track:0akyEssGRVHstqCSWXusJL,Ed Maverick,Fuentes de Ortiz,Universal Music Mexico,21,37,156,1478881,2022-01-06,2022,01,1
41,spotify:track:1kjs5eR4DMzyB0gm1Z8waV,Trueno,DANCE CRIP,NEUEN,35,39,7,1455979,2022-01-06,2022,01,1
42,spotify:track:2BEcap3xJtmiPaHKyfQi4e,"Rvssian, Rauw Alejandro, Chris Brown",Nostálgico,Sony Music Latin,36,41,16,1449799,2022-01-06,2022,01,1
43,spotify:track:46IZ0fSY2mpAiktS3KOqds,Adele,Easy On Me,Columbia,4,44,12,1440260,2022-01-06,2022,01,1
44,spotify:track:4bF2y8rR7GUjrd5LNEvej3,Ingratax,París,Room28,7,45,26,1400376,2022-01-06,2022,01,1
45,spotify:track:1r9xUipOqoNwggBpENDsvJ,"Imagine Dragons, JID, Arcane, League of Legends",Enemy (with JID) - from the series Arcane League of Legends,KIDinaKORNER/Interscope Records,38,48,8,1397185,2022-01-06,2022,01,1
46,spotify:track:3XjRIN9vEt35lm1iStPcgq,"Santa Fe Klan, Big Soto, Neto Peña",Todo Va a Estar Bien,473 Music,27,40,27,1389722,2022-01-06,2022,01,1
47,spotify:track:0G2zPzWqVjR68iNPmx2TBe,"Mora, Bad Bunny, Sech",Volando - Remix,Rimas Entertainment LLC,7,51,26,1360838,2022-01-06,2022,01,1
48,spotify:track:4r9jkMEnArtWGH2rL2FZl0,Bad Bunny,A Tu Merced,Rimas Entertainment LLC,18,54,97,1360369,2022-01-06,2022,01,1
49,spotify:track:2LJRoFOtMGLnSxJqlJuhge,Gerardo Ortiz,Tranquilito,Sony Music Latin,28,46,20,1340270,2022-01-06,2022,01,1
50,spotify:track:0cOa970mzTWAxKtltpkpLc,"TINI, Maria Becerra",Miénteme,Sony Music Latin,20,49,31,1339833,2022-01-06,2022,01,1
51,spotify:track:6sRaqq9SYsSTPvrWkL1sRy,Mi Banda El Mexicano,Ramito De Violetas,Craft Recordings,36,36,99,1326524,2022-01-06,2022,01,1
52,spotify:track:5W1qmxHrMlQGGAiFA3ZQqP,"Dímelo Flow, Dalex, Sech, Justin Quiles, Arcangel, De La Ghetto, Lenny Tavárez",Se Le Ve,Rich Music,52,53,4,1313117,2022-01-06,2022,01,1
53,spotify:track:2Gq636OOGgxCTqEuzCZhsa,"Bizarrap, Tiago PZK","Tiago PZK: Bzrp Music Sessions, Vol. 48",WEA Latina/DALE PLAY Records,53,-1,1,1302268,2022-01-06,2022,01,1
54,spotify:track:0z5yLgBmAtaylDYrgwzlpH,Leo Rizzi,Amapolas,WM Spain,33,52,22,1297117,2022-01-06,2022,01,1
55,spotify:track:1FlL8ycld6uVDDyhV7P5FA,Rauw Alejandro,Cúrame,Sony Music Latin/Duars Entertainment,24,50,22,1290358,2022-01-06,2022,01,1
56,spotify:track:2XlGKZNMkRKvEJsbwQ6MCl,"Grupo Firme, Grupo Codiciado",Gracias - En Vivo,Music VIP Entertainment Inc,45,47,40,1286492,2022-01-06,2022,01,1
57,spotify:track:1yoMvmasuxZfqHEipJhRbp,Maluma,Hawái,Sony Music Latin,1,55,75,1251047,2022-01-06,2022,01,1
58,spotify:track:46HNZY1i7O6jwTA7Slo2PI,"Coldplay, BTS",My Universe,Parlophone UK,12,61,15,1242137,2022-01-06,2022,01,1
59,spotify:track:69vlMrzHwATKzupwNcUPyK,"Bad Bunny, Daddy Yankee",La Santa,Rimas Entertainment LLC,5,73,97,1202199,2022-01-06,2022,01,1
60,spotify:track:2XIc1pqjXV3Cr2BQUGNBck,"Bad Bunny, ROSALÍA",LA NOCHE DE ANOCHE,Rimas Entertainment LLC,3,62,58,1190871,2022-01-06,2022,01,1
61,spotify:track:50pkO56KXHoH53sVPRSbZ3,El Fantasma,El Bélico,Afinarte Music,56,57,26,1167424,2022-01-06,2022,01,1
62,spotify:track:3NqBxTOMCJ3zW9CIP51td4,"Eslabon Armado, DannyLux",Jugaste y Sufrí,DEL Records,33,59,20,1153634,2022-01-06,2022,01,1
63,spotify:track:6W8zkOCzjmRkc1E3JR3mBF,Fuerza Regida,Descansando,Rancho Humilde,54,64,11,1150554,2022-01-06,2022,01,1
64,spotify:track:4fouWK6XVHhzl78KzQ1UjL,GAYLE,abcdefu,Atlantic/Arthouse Records,61,71,6,1145422,2022-01-06,2022,01,1
65,spotify:track:1nLs8r6K4YN0avBwUmmTnr,Carin Leon,Tú,Tamarindo Rekordsz,14,56,84,1143352,2022-01-06,2022,01,1
66,spotify:track:4R8BJggjosTswLxtkw8V7P,"Jhay Cortez, J Balvin, Bad Bunny",No Me Conoce - Remix,N&E Entertainment LLC,3,75,138,1136486,2022-01-06,2022,01,1
67,spotify:track:35wvL50xvKpCHEJPxLOLPI,Bad Bunny,Si Estuviésemos Juntos,Rimas Entertainment LLC,52,78,138,1133985,2022-01-06,2022,01,1
68,spotify:track:4gvrJnKCKIPiacNsWVQwEU,"CKay, Dj Yo!, AX'EL",love nwantiti (feat. Dj Yo! & AX'EL) - Remix,WM South Africa,20,63,16,1129452,2022-01-06,2022,01,1
69,spotify:track:4nbWX2HzrOEnX4xxvYRCyU,"El Fantasma, Los Dos Carnales",Cabrón y Vago - En Vivo,Afinarte Music,17,60,74,1119979,2022-01-06,2022,01,1
70,spotify:track:0vtYnEw1eJwW26BrBnOAYJ,Banda MS de Sergio Lizárraga,La Casita,Lizos Music,36,58,51,1118974,2022-01-06,2022,01,1
71,spotify:track:2n7ohqg1s68ToAHh4u9mcW,Bad Bunny,Vete,Rimas Entertainment LLC,1,81,111,1117451,2022-01-06,2022,01,1
72,spotify:track:6mmPpaltUZK7xjNlBPQQ0p,"Rauw Alejandro, Chencho Corleone",Desesperados,Sony Music Latin/Duars Entertainment,72,93,4,1104429,2022-01-06,2022,01,1
73,spotify:track:4DdnffqoFr9wDRlCACNmGf,"Natanael Cano, Oscar Maydon",Porte Exuberante,WEA Latina,12,67,32,1083505,2022-01-06,2022,01,1
74,spotify:track:5hRFjooNvZWb9gdnXjrv2j,"Grupo Firme, Grupo Recluta",Hablando Claro (En Vivo),Music VIP Entertainment Inc,66,66,20,1080141,2022-01-06,2022,01,1
75,spotify:track:2sUknbm8xdLQgH7wb8xcTX,"Lefty Sm, Santa Fe Klan",Por Mi México,Rap Trap Records / Alzada Corp,52,74,32,1069236,2022-01-06,2022,01,1
76,spotify:track:4vv8wcnT04GHHbUCFBAiHF,"Randy, Ape Drums",23 (With Ape Drums),Roses and Wine Music / One RPM,37,79,11,1066753,2022-01-06,2022,01,1
77,spotify:track:5RubKOuDoPn5Kj5TLVxSxY,Bad Bunny,TE MUDASTE,Rimas Entertainment LLC,4,86,58,1062011,2022-01-06,2022,01,1
78,spotify:track:0VjIjW4GlUZAMYd2vXMi3b,The Weeknd,Blinding Lights,Republic Records,2,96,110,1045625,2022-01-06,2022,01,1
79,spotify:track:6nyl8kugrRsjzvpFhvw4hE,Los 2 de la S,Es Que Me Gustas - En Vivo,Lizos Music,77,77,8,1045535,2022-01-06,2022,01,1
80,spotify:track:6w8yBI2vthyN9UnwO4UBWb,"Tiago PZK, LIT killah",Entre Nosotros,WM Chile,18,108,26,1023336,2022-01-06,2022,01,1
81,spotify:track:6ifUES3keWjwXgae8pXI3o,Danny Ocean,Me Rehúso,Atlantic Records,1,85,258,1020878,2022-01-06,2022,01,1
82,spotify:track:4ZplewvZRLFcfBa5uyBbhd,Cardenales De Nuevo León,Belleza De Cantina,Universal Music Mexico,65,65,122,1017645,2022-01-06,2022,01,1
83,spotify:track:7KNSQcLwrl3bNEuV1OVHtv,Luis R Conriquez,Me Metí En El Ruedo,Kartel Music,83,89,11,1008143,2022-01-06,2022,01,1
84,spotify:track:704LUEih663hiE3CnyUrFW,KAROL G,SEJODIOTO,UMLE - Latino,34,90,15,1007762,2022-01-06,2022,01,1
85,spotify:track:4HYDUMY0xSpeBr0AMY9cUz,"Jay Wheeler, DJ Nelson, Myke Towers",La Curiosidad,Linked Music / Dynamic Records / EMPIRE,6,94,80,1006339,2022-01-06,2022,01,1
86,spotify:track:0tKl8ZVM6xJkhznvJAS3Nq,Junior H,Ella,Rancho Humilde,43,84,103,996965,2022-01-06,2022,01,1
87,spotify:track:3D3W7rDsuJIAtjInwh6Moc,"Luis Angel ""El Flaco"", Grupo Firme",Hasta la Miel Amarga (feat. Grupo Firme),LAR Music,76,76,55,994994,2022-01-06,2022,01,1
88,spotify:track:4O2bxKTnK9En7OPw8kGDDF,Los Del Limit,Amor Fugaz,DEL Records,67,88,27,992596,2022-01-06,2022,01,1
89,spotify:track:2MeEuwplwbbjZ7hxRI6viw,"Grupo Firme, Marca MP",El Güero (Feat. Marca MP),Music VIP Entertainment Inc,47,82,107,992311,2022-01-06,2022,01,1
90,spotify:track:16ONd70tvWAaLIc6hcLzaG,Christian Nodal,Aquí Abajo,Universal Music Mexico,6,80,78,991615,2022-01-06,2022,01,1
91,spotify:track:1WvrDdouh6C51In1SdATbq,KAROL G,BICHOTA,UMLE - Latino,2,95,63,989300,2022-01-06,2022,01,1
92,spotify:track:6VuUMo1TusnqBxLTnr3hOI,León Larregui,Brillas,EMI México,43,87,263,986113,2022-01-06,2022,01,1
93,spotify:track:4xbMF8jx0msGGgrtJaAuXE,"Millonario & W. Corona, Cartel De Santa",Éxtasis,RCA Records Label,78,92,25,974321,2022-01-06,2022,01,1
94,spotify:track:5LxtXRqA2i3LBWdJiqE91O,"Gera MX, Jayrick, Ervin River",Complicado,INZ Records,39,68,3,970109,2022-01-06,2022,01,1
95,spotify:track:1oLp4xkeNCxjMy4glz0vbL,Mario Bautista,Brindo,WM Mexico,95,138,6,969871,2022-01-06,2022,01,1
96,spotify:track:5iBBLeUl4UfynWgcJWVGsU,Virlan Garcia,Híbrido,Sony Music México,96,105,14,968462,2022-01-06,2022,01,1
97,spotify:track:6C1RD7YQVvt3YQj0CmuTeu,"Bad Bunny, Ozuna, Farruko, Arcangel, Ñengo Flow, DJ Luian, Mambo Kingz",Diles,Rimas Entertainment LLC,51,120,95,967694,2022-01-06,2022,01,1
98,spotify:track:5Z9KJZvQzH6PFmb8SNkxuk,"Lil Nas X, Jack Harlow",INDUSTRY BABY (feat. Jack Harlow),Columbia,39,104,23,962628,2022-01-06,2022,01,1
99,spotify:track:2TH65lNHgvLxCKXM3apjxI,"Bad Bunny, Tainy",Callaita,Rimas Entertainment LLC,1,103,136,961203,2022-01-06,2022,01,1
100,spotify:track:1uKjQoh8JZj9ryuYRhpd7E,Luis Miguel,Ahora Te Puedes Marchar,WM Mexico,21,83,263,957778,2022-01-06,2022,01,1
101,spotify:track:0eu4C55hL6x29mmeAjytzC,Oliver Tree,Life Goes On,Atlantic Records,12,97,20,932252,2022-01-06,2022,01,1
102,spotify:track:78QcVmzxS0wIwuC2rpAauI,"Rauw Alejandro, Mr. Naisgai",2/Catorce,Sony Music Latin/Duars Entertainment,6,109,36,926993,2022-01-06,2022,01,1
103,spotify:track:5Wvw29RKTFSK0IuCd2qs4m,Santa Fe Klan,Así Soy,Rap Trap Records / Alzada Corp,69,106,20,926372,2022-01-06,2022,01,1
104,spotify:track:5J7teKIJGtqVypgYI6sqXj,"Bad Bunny, Mora",Una Vez,Rimas Entertainment LLC,30,130,80,922944,2022-01-06,2022,01,1
105,spotify:track:1qfoq1qvZT7VwDVeekCJ97,Christian Nodal,De Los Besos Que Te Di,Universal Music Mexico,17,91,143,921385,2022-01-06,2022,01,1
106,spotify:track:7Bk0uXKk1uPT0XuQbpFzvs,"Los Legendarios, Wisin, Jhay Cortez",Fiel,La Base Music Group/ WK Records,1,111,47,917557,2022-01-06,2022,01,1
107,spotify:track:3T0DeQvOtdqd7Yo3t2Ig3N,La Santa Grifa,Amnesia,Vende Music,68,117,24,915851,2022-01-06,2022,01,1
108,spotify:track:7xLYLM5K6S1TwiSdfuhZQg,"Gera MX, Rels B",Se Me Olvidó,Rich Vagos Entertainment,6,100,23,913761,2022-01-06,2022,01,1
109,spotify:track:7MmrcXVA7A5zZ2CbDuGHNa,Rels B,A Mí,ILoveRibs! / MÉCÈN Ent.,68,110,150,913636,2022-01-06,2022,01,1
110,spotify:track:26QApq0cuO9brJigr0C0W4,Bad Bunny,HACIENDO QUE ME AMAS,Rimas Entertainment LLC,5,119,57,912555,2022-01-06,2022,01,1
111,spotify:track:7kjEqI6eZ7YlFrGhxixnlN,Bad Bunny,ANTES QUE SE ACABE,Rimas Entertainment LLC,20,146,11,902168,2022-01-06,2022,01,1
112,spotify:track:3ahvKiNH7l6EpnTnzkZpG1,Carin Leon,Me La Avente,Tamarindo Rekordsz,27,102,135,901406,2022-01-06,2022,01,1
113,spotify:track:1l77YWrGUp3qX3NS1rz7lq,Banda MS de Sergio Lizárraga,El Color de Tus Ojos,Lizos Music,24,99,221,894825,2022-01-06,2022,01,1
114,spotify:track:3DarAbFujv6eYNliUTyqtz,"Doja Cat, SZA",Kiss Me More (feat. SZA),Kemosabe Records/RCA Records,19,137,38,877313,2022-01-06,2022,01,1
115,spotify:track:5reQI13tWWYDLMrGcUF4Mk,"Monsieur Periné, Vicente Garcia",Nuestra Canción,Monsieur Perine,52,124,13,876955,2022-01-06,2022,01,1
116,spotify:track:5UlnuulVAVmmesw4VzqHdG,"Imagine Dragons, Arcane, League of Legends",Enemy - From the series Arcane League of Legends,KIDinaKORNER/Interscope Records,116,151,4,876742,2022-01-06,2022,01,1
117,spotify:track:5bQLsyTrUaMQRfr6whwGe5,Rauw Alejandro,Aquel Nap ZzZz,Sony Music Latin/Duars Entertainment,72,72,6,874658,2022-01-06,2022,01,1
118,spotify:track:06IceO7e9isF3nX3y7dOTe,"Lupillo Rivera, Aleman, Santa Fe Klan, Snoop Dogg, B-Real",Grandes Ligas,Prajin Parlay / Z Records,20,112,34,872091,2022-01-06,2022,01,1
119,spotify:track:5HpXH64cSBNu26yhw3vK37,"Carin Leon, Conjunto Primavera",El Amor De Tu Vida,Tamarindo Rekordsz,82,98,70,864815,2022-01-06,2022,01,1
120,spotify:track:4NUt1fcnO9aQAELBgXq3Kr,Alejandro Fernández,Me Dediqué a Perderte,Columbia,73,113,263,858516,2022-01-06,2022,01,1
121,spotify:track:2f0Ft2XdvNSMSY5TUlZgEz,Pablo Alborán,Saturno,WM Spain,24,122,59,855035,2022-01-06,2022,01,1
122,spotify:track:7iHHlCbsFou5DZSW5HCPfs,"Boza, Lunay, Lenny Tavárez, Juhn, Beéle",Ella - Remix,Sony Music Latin,122,153,5,853793,2022-01-06,2022,01,1
123,spotify:track:3JCaq3KDSROg3TXhdiDa9n,"Jhay Cortez, Anuel AA",Ley Seca,N&E Entertainment LLC,37,131,18,845261,2022-01-06,2022,01,1
124,spotify:track:20on25jryn53hWghthWWW3,"ACRAZE, Cherish",Do It To It,"Thrive Music, LLC",124,176,6,833160,2022-01-06,2022,01,1
125,spotify:track:3rmo8F54jFF8OgYsqTxm5d,Ed Sheeran,Bad Habits,Atlantic Records UK,47,144,28,832086,2022-01-06,2022,01,1
126,spotify:track:1Wrzhfa5bNlqvsnCztz190,Hombres G,Devuélveme a mi chica,WM Spain,72,133,228,829575,2022-01-06,2022,01,1
127,spotify:track:1lV3QHHMAQt0Kc1ioZq2MP,Rauw Alejandro,Sexo Virtual,Sony Music Latin/Duars Entertainment,29,121,28,827910,2022-01-06,2022,01,1
128,spotify:track:5Myb8S90Wg0yLec5kmrIGJ,"Los Ángeles Azules, Belinda, Lalo Ebratt, Horacio Palencia",Amor a Primera Vista,OCESA Seitrack,13,141,134,819683,2022-01-06,2022,01,1
129,spotify:track:3PfIrDoz19wz7qK7tYeu62,Dua Lipa,Don't Start Now,Warner Records,8,159,114,819524,2022-01-06,2022,01,1
130,spotify:track:23XjN1s3DZC8Q9ZwuorYY4,Bad Bunny,TE DESEO LO MEJOR,Rimas Entertainment LLC,7,161,10,818575,2022-01-06,2022,01,1
131,spotify:track:7A07Yu1dRND3RKDzbhKrDs,Intocable,Fuerte No Soy,Capitol Latin,97,114,68,815488,2022-01-06,2022,01,1
132,spotify:track:16alCAQtM9TPU6FUexEUnh,Kenia OS,La Noche,Sony Music México,81,128,6,814722,2022-01-06,2022,01,1
133,spotify:track:3Wrjm47oTz2sjIgck11l5e,Måneskin,Beggin',RCA Records Label,8,164,29,810539,2022-01-06,2022,01,1
134,spotify:track:3p2KYoBgxUaaoJzXUToM8a,Cartel De Santa,Todas Mueren por Mí,Ariola,78,157,31,808292,2022-01-06,2022,01,1
135,spotify:track:1trAoZKkvVjuuQpUzTI6KV,"Fuerza Regida, Luis R Conriquez, Calle 24",Los Mire Con Talento,Rancho Humilde,135,147,4,807787,2022-01-06,2022,01,1
136,spotify:track:6VOb0Kkrd45Bp5RHYSla2J,"Reik, Maluma",Perfecta,Sony Music México,45,129,32,804535,2022-01-06,2022,01,1
137,spotify:track:3lR4O0vtkhCAvVEUEWUL0S,"Piso 21, Christian Nodal",Pa' Olvidarme De Ella,WM Mexico,6,134,122,804511,2022-01-06,2022,01,1
138,spotify:track:6b2HYgqcK9mvktt4GxAu72,"Justin Quiles, Chimbala, Zion & Lennox",Loco,WEA Latina,53,127,27,801792,2022-01-06,2022,01,1
139,spotify:track:63USmok1OioBzKuWGW9wAg,"Los Ángeles Azules, Natalia Lafourcade",Nunca Es Suficiente,Promotodo Mexico,13,158,132,800592,2022-01-06,2022,01,1
140,spotify:track:1nUj6NRv9nq9pEIdl6ZOoc,"Gerardo Ortiz, Aleman",Tranquilito - Remix,Sony Music Latin,102,126,3,798975,2022-01-06,2022,01,1
141,spotify:track:4CLkDJ4xLqkV4Vt2vPOny1,El Fantasma,Palabra de Hombre,Afinarte Music,49,123,96,797779,2022-01-06,2022,01,1
